	subsidiaryId.value	company.value	industry.value	starttime.value	industry2.value	companyLabel.xml:lang	companyLabel.value	subsidiaryIdLabel.xml:lang	subsidiaryIdLabel.value	industryLabel.xml:lang	industryLabel.value	industry2Label.xml:lang	industry2Label.value
403	http://www.wikidata.org/entity/Q644144	http://www.wikidata.org/entity/Q28401467	http://www.wikidata.org/entity/Q10302058	2008-01-01T00:00:00Z		en	VP Music Group, Inc.	en	Greensleeves Records	en	phonographic industry		
404	http://www.wikidata.org/entity/Q499342	http://www.wikidata.org/entity/Q127041613	http://www.wikidata.org/entity/Q25245117	2002-01-01T00:00:00Z	http://www.wikidata.org/entity/Q25245117	en	e.Biscom	en	FASTWEB		Q25245117		Q25245117
405	http://www.wikidata.org/entity/Q499342	http://www.wikidata.org/entity/Q127041613	http://www.wikidata.org/entity/Q25245117	2002-01-01T00:00:00Z	http://www.wikidata.org/entity/Q25245117	en	e.Biscom	en	FASTWEB		Q25245117		Q25245117
406	http://www.wikidata.org/entity/Q499342	http://www.wikidata.org/entity/Q127041613	http://www.wikidata.org/entity/Q25245117	1999-01-01T00:00:00Z	http://www.wikidata.org/entity/Q25245117	en	e.Biscom	en	FASTWEB		Q25245117		Q25245117
407	http://www.wikidata.org/entity/Q499342	http://www.wikidata.org/entity/Q127041613	http://www.wikidata.org/entity/Q25245117	1999-01-01T00:00:00Z	http://www.wikidata.org/entity/Q25245117	en	e.Biscom	en	FASTWEB		Q25245117		Q25245117
408	http://www.wikidata.org/entity/Q1006504	http://www.wikidata.org/entity/Q215639	http://www.wikidata.org/entity/Q39809	2010-04-30T00:00:00Z		en	Opera Software	en	Fastmail	en	marketing		
409	http://www.wikidata.org/entity/Q1006504	http://www.wikidata.org/entity/Q215639	http://www.wikidata.org/entity/Q638608	2010-04-30T00:00:00Z		en	Opera Software	en	Fastmail	en	software development		
410	http://www.wikidata.org/entity/Q1006504	http://www.wikidata.org/entity/Q215639	http://www.wikidata.org/entity/Q880371	2010-04-30T00:00:00Z		en	Opera Software	en	Fastmail	en	software industry		
411	http://www.wikidata.org/entity/Q1006504	http://www.wikidata.org/entity/Q215639	http://www.wikidata.org/entity/Q56611700	2010-04-30T00:00:00Z		en	Opera Software	en	Fastmail	en	Internet industry		
412	http://www.wikidata.org/entity/Q283383	http://www.wikidata.org/entity/Q5479360	http://www.wikidata.org/entity/Q126793	2007-05-31T00:00:00Z	http://www.wikidata.org/entity/Q126793	en	Macy's, Inc.	en	Bloomingdale's	en	retail	en	retail
413	http://www.wikidata.org/entity/Q283383	http://www.wikidata.org/entity/Q62269698	http://www.wikidata.org/entity/Q126793	1994-01-01T00:00:00Z	http://www.wikidata.org/entity/Q126793	en	Federated Department Stores	en	Bloomingdale's	en	retail	en	retail
414	http://www.wikidata.org/entity/Q1017587	http://www.wikidata.org/entity/Q552581	http://www.wikidata.org/entity/Q638608	2008-01-22T00:00:00Z	http://www.wikidata.org/entity/Q7397	en	SAP	en	Business Objects	en	software development	en	software
415	http://www.wikidata.org/entity/Q1017587	http://www.wikidata.org/entity/Q552581	http://www.wikidata.org/entity/Q638608	2008-01-22T00:00:00Z	http://www.wikidata.org/entity/Q7397	en	SAP	en	Business Objects	en	software development	en	software
